Company,Symbol,Previous Close,1y Target Est,Undervalue Rate,Annual_Return_5Y,Annual_Volatility_5Y,Weight,Risk_Contribution
Electronic Arts,EA,170.68,294.2426581781611,0.7239433921851481,0.0689599810583119,0.2499247892289812,0.01761564528356729,0.0018856025932471108
Fastenal,FAST,49.9,25.20182895355736,-0.494953327584021,0.1754739672534919,0.2419430479143401,0.014028405368952184,0.002097044849574632
Fortinet,FTNT,78.09,127.47324711889895,0.6323888733371619,0.3159514043998369,0.43245539124887,0.008896498812307184,0.002273642752079849
GE HealthCare,GEHC,73.97,61.92023051567149,-0.1629007636113087,0.1315827938518671,0.3249991383697747,0.013534562097502312,0.0021005549911574046
Gilead Sciences,GILD,117.98,247.99301004220945,1.1019919481455285,0.1451515766608724,0.2344937809795688,0.02182852841976953,0.0017035716589290319
GlobalFoundries,GFS,33.22,16.636159359876064,-0.4992125418459944,0.0331941221716624,0.4987805006678334,0.006906203926079958,0.0023457976165928364
Honeywell,HON,216.74,168.37180267232472,-0.2231623019639904,0.0860787447504412,0.2189842916783477,0.01521539932063617,0.0020444812238778203
Idexx Laboratories,IDXX,636.71,162.04703964091502,-0.7454931764211101,0.1658825804327229,0.3540272985225831,0.009891219392864466,0.0022562448544101547
Intel,INTC,25.31,-22.60703215094184,-1.893205537374233,-0.0504904655392669,0.4392495596885797,0.00910148961567968,0.0022750023209617046
Intuit,INTU,700.939,630.9297520851682,-0.09987923045348,0.2084022062592865,0.3445418961469356,0.008723257909230836,0.0022870535104397424
Intuitive Surgical,ISRG,479.2,117.4238948209496,-0.7549584832617913,0.2007842673323676,0.329850025684793,0.009700692045237706,0.0022573944771174907
Keurig Dr Pepper,KDP,35.18,74.97849400070989,1.1312818078655456,0.0561659323619721,0.1917111612458703,0.02267165426456119,0.0015696933915188016
KLA Corporation,KLAC,876.08,531.4374923575325,-0.3933915939668381,0.3790593393082996,0.4229693318078859,0.007218261296904105,0.0023271384220023587
Lam Research,LRCX,100.33,57.14608410240748,-0.4304187770117863,0.3086988761626412,0.4469466248178763,0.006959929092306264,0.002336264633908183
Linde plc,LIN,479.92,304.34133922689364,-0.3658498515859025,0.1566540867690654,0.2173006137605178,0.01491726713172563,0.0020575329784983023
Lululemon,LULU,197.66,557.7692049994067,1.8218618081524167,-0.0469023526920397,0.4034082228868124,0.00947030055906725,0.0022581278135323803
Marriott International,MAR,266.78,295.7827849408448,0.1087142399761782,0.2465635329806888,0.3082934319218444,0.011417474087316208,0.0021861867982413776
Marvell Technology,MRVL,72.07,29.09757540107156,-0.596259533771728,0.3049652758596372,0.5699120497075949,0.005944733211158446,0.002366909380715209
Mercado Libre,MELI,2342.94,1483.1615571899176,-0.3669656255858377,0.2612529211343806,0.5081193019977391,0.007258610959300932,0.0023351213941343587
Meta Platforms,META,751.48,594.4050706174064,-0.20902077152099,0.3015666168201743,0.4399039629181997,0.008332123155361653,0.0022875959130842145
Microchip Technology,MCHP,64.71,25.55414625359997,-0.6050974153361154,0.1369245639280615,0.4332473516698144,0.0071250511035918325,0.002338964106982367
Micron Technology,MU,122.05,-24.76642488848746,-1.2029203186275088,0.3067576943854019,0.4660226179933645,0.0077243711582972744,0.002301958805565882
Microsoft,MSFT,509.77,375.2530934412712,-0.2638776439545849,0.2085495415591581,0.2657657928529999,0.010989831040021414,0.002191486405979244
MicroStrategy,MSTR,336.57,-48.43449012032653,-1.1439061417248315,1.0854539503343852,0.955771428515992,0.005053069016518547,0.0023959897642432722
Mondelez International,MDLZ,62.66,136.1427601696129,1.1727219944081215,0.0348428189767436,0.1873850719983616,0.022473187983231186,0.0016232081462386745
Monster Beverage,MNST,63.99,97.49201057961054,0.5235507201064311,0.1155201391967515,0.2400578185697311,0.015819842642307114,0.0020282255381706563
"Netflix, Inc.",NFLX,1214.15,160.408823422418,-0.8678838500824297,0.284119136236404,0.4414386096737543,0.009258852492688865,0.002248668979860449
Nvidia,NVDA,175.64,146.43501530013742,-0.1662775261891514,0.6659199853626367,0.5274421984324351,0.006312357866420287,0.0023478530881105466
NXP Semiconductors,NXPI,229.27,221.51235322284808,-0.0338362924811441,0.2024886423331587,0.3983563347262891,0.007631550469777684,0.002319846034774869
O'Reilly Automotive,ORLY,103.06,161.52902978571362,0.5673299998613779,0.2690904544334209,0.2232637161737948,0.020582729887993485,0.0017497046770124378
Old Dominion Freight Line,ODFL,154.8,96.68683468675998,-0.3754080446591733,0.1431715660746345,0.3463752521028064,0.010534938758313767,0.002231989547494331
Onsemi,ON,49.77,49.38051384651029,-0.0078257213881799,0.3033506937842599,0.5190364524896656,0.006531041218863375,0.0023544222331327094
Paccar,PCAR,99.46,139.96476180536155,0.4072467505063499,0.1394628204450769,0.2585289434199078,0.014927548705303715,0.0020463187739722145
Palantir Technologies,PLTR,157.75,3.9013816291195456,-0.9752685792131884,0.8297517429142247,0.7234395014598759,0.006285800441932585,0.0023377860236040793
Palo Alto Networks,PANW,181.56,212.0039577688236,0.1676798731484006,0.3707499755943343,0.4092402567584797,0.009772799889963438,0.0022261671181432936
Paychex,PAYX,139.01,154.67492377277375,0.1126891861936103,0.1490346691532277,0.229832258453797,0.014125252132684757,0.002102676297388427
PayPal,PYPL,69.05,110.8555015409491,0.6054381106582059,-0.124057877885912,0.4241200640503659,0.008412338462690874,0.002294902945030124
PepsiCo,PEP,152.16,248.04432915857024,0.6301546343228854,0.0341711141979923,0.1782986188952049,0.022698551060231612,0.0016154761070007026
Qualcomm,QCOM,156.25,222.7594322626282,0.4256603664808205,0.133337895369115,0.3858273672011601,0.008156214395453084,0.002296483873764325
Roper Technologies,ROP,532.59,590.4776864462622,0.1086909000286564,0.0670309567038483,0.2094909072950636,0.01520074456176597,0.0020429217123218908
Ross Stores,ROST,147.88,171.95947867101336,0.1628312055113157,0.14966657834795,0.3157618568856029,0.01272661657214926,0.002149037866293453
Shopify,SHOP,139.25,15.324528947455711,-0.8899495228189895,0.2764068385621279,0.6555426335120094,0.00561171498284052,0.002375632596204637
Starbucks,SBUX,90.93,83.67200849307703,-0.0798195480800942,0.0735369306779028,0.310670268249297,0.012024094621568828,0.0021711320111118685
Synopsys,SNPS,612.79,342.0119179137242,-0.4418774491853258,0.2707177901746564,0.3543987726585982,0.008451661542025268,0.0022842997419921245
T-Mobile US,TMUS,258.22,-38.43371677191287,-1.148840975803241,0.1918030254413102,0.2403016836409642,0.018100956392688574,0.0019096135982541904
Take-Two Interactive,TTWO,228.36,17.943451647213568,-0.9214247169065792,0.1095373605198963,0.325103782417777,0.012993671076807413,0.0020959830451867663
"Tesla, Inc.",TSLA,329.31,54.34456737880275,-0.8349744393465041,0.3752947876775097,0.6308983263437261,0.006592835391627968,0.0023443104977213256
Texas Instruments,TXN,195.94,83.81275712144384,-0.5722529492628159,0.1171238829168145,0.303591089909881,0.009863736445554602,0.00224130346446794
Thomson Reuters,TRI,174.96,104.4642753766047,-0.4029248092329407,0.1786622155553265,0.2049027690343608,0.01731644045814005,0.0019035363924147187
Trade Desk (The),TTD,52.53,57.391528588768,0.0925476601707215,0.2702358619222317,0.6979295397642633,0.0058543929082899545,0.002365929456633509
Verisk Analytics,VRSK,271.01,149.23796124226533,-0.4493267361268391,0.10262720285876,0.2277334148750986,0.016283137828032,0.002002896892232516
Vertex Pharmaceuticals,VRTX,390.76,613.1933649523746,0.5692326874612925,0.1250141282223777,0.3013193432072651,0.01743103535638903,0.0019514631040184575
"Workday, Inc.",WDAY,229.79,201.61127780993152,-0.1226281482661059,0.1069070214741978,0.381746327909613,0.00907661110649579,0.0022677224093387055
