Company,Symbol,Previous Close,1y Target Est,Undervalue Rate,Annual_Return_5Y,Annual_Volatility_5Y,Weight,Risk_Contribution
Adobe Inc.,ADBE,361.03,446.3958922861056,0.2364509660862133,0.0055762026308994,0.359550377684783,0.009202459425000862,0.0022686234544554104
Advanced Micro Devices,AMD,166.55,56.17838029224878,-0.6626936037691458,0.2659501650351844,0.5069222124243764,0.00656337998219297,0.0023448506282408603
Airbnb,ABNB,126.0,367.5332150936846,1.9169302785213065,0.0849108443118185,0.4832515432320766,0.008028553394749243,0.0022889233340632085
Alphabet Inc.,GOOGL,201.57,267.82376917893964,0.3286886400701476,0.2336226716169388,0.3102357079904485,0.010463675793075201,0.002211452409004592
Alphabet Inc.,GOOG,202.49,267.8251171886487,0.3226584877705005,0.2337640499279979,0.3090532578657348,0.010472950570956107,0.002211176516986979
Amazon,AMZN,228.01,31.12918592617877,-0.8634744707417272,0.1236298343023454,0.3544598588636372,0.008968930218948774,0.002262965000365072
Amgen,AMGN,295.55,840.7792615186637,1.844795335877732,0.0738023955966213,0.2350210842799073,0.02078241808548703,0.001777237111424549
Analog Devices,ADI,230.44,243.91365133245253,0.0584692385542984,0.2010107340402685,0.3261890715199783,0.008922690189347708,0.0022750610076316506
Apple Inc.,AAPL,230.56,173.77669714118954,-0.2462842767991432,0.1605916096653562,0.29326536628135,0.010410560641133423,0.0022300103068472695
Applied Materials,AMAT,162.215,144.156286775192,-0.1113257912326727,0.2807000815177258,0.4340400199002813,0.007183420635298808,0.0023294955181280943
AppLovin,APP,412.6,84.0014966126283,-0.7964093635176241,0.7190559066600252,0.7818932262816339,0.0057451223330205695,0.002370816153998931
Arm Holdings,ARM,134.01,10.0709254342952,-0.9248494482927004,0.6863711419201286,0.7762236506352849,0.0062304203058929095,0.0023346720024603434
ASML Holding,ASML,743.61,750.7543171041926,0.0096076130016979,0.2235883896043297,0.4142745343670028,0.007424191748714888,0.002322701895497706
AstraZeneca,AZN,79.54,84.86429371860321,0.0669385682499774,0.0993529699310532,0.2404239459110871,0.021380783564224442,0.0016883223948907882
Atlassian,TEAM,166.21,260.975382676545,0.5701545194425424,0.1597043559607926,0.5683675223962232,0.00691306572049553,0.0023329895847376755
Autodesk,ADSK,289.24,201.18214803768092,-0.3044456228817557,0.0890650608971053,0.3501946947288629,0.008656852103765905,0.0022880387617760507
Automatic Data Processing,ADP,305.72,334.0319225471775,0.0926073614653193,0.1819062150910617,0.2167513959933548,0.015122332555034958,0.0020529274688606603
Axon Enterprise,AXON,758.29,87.70008137258287,-0.8843449321861255,0.5520401614634903,0.4663838446014542,0.00974877987702768,0.0022169016439732474
Baker Hughes,BKR,42.95,53.80246904372341,0.2526768112624775,0.2669213331500193,0.3682332510229421,0.015489160316625129,0.002008043307852748
Biogen,BIIB,138.86,354.6175476323975,1.5537775286792268,-0.0486119340235592,0.4433347865874898,0.01376385639050081,0.0021313552476635578
Booking Holdings,BKNG,5584.08,10970.897631554026,0.9646741507202664,0.2811353369476277,0.3330036905295074,0.011072650442316022,0.0021961785911932077
Broadcom,AVGO,294.91,200.74116630105115,-0.3193138031906306,0.5181193033748428,0.4084372510738592,0.008355190229558142,0.0022783250612906
Cadence Design Systems,CDNS,346.88,196.3123546569245,-0.434062630716892,0.2912223259520056,0.3563850139280176,0.008575320023342025,0.002279870846285076
CDW Corporation,CDW,167.58,139.00403361189353,-0.170521341377888,0.119596656610089,0.2812302124042031,0.011406310929545405,0.0021905101069833845
Charter Communications,CHTR,267.01,441.9743979244552,0.6552728284500777,-0.102452859389581,0.357509891429531,0.01358096616226062,0.0021214944410317287
Cintas,CTAS,216.43,118.67502017012286,-0.4516701928100408,0.2252456234348193,0.2369487472361616,0.013320009415458333,0.002133954045581865
Cisco,CSCO,66.76,64.25900505508812,-0.0374624767062894,0.1194678447363943,0.2274903345551362,0.014794596223864307,0.0020509381391212366
Cognizant,CTSH,70.865,110.90126492320076,0.5649652850236475,0.0417943599464014,0.2574410319775359,0.012707652709232024,0.002144727493457812
Copart,CPRT,47.81,36.64627137367082,-0.2335019583001293,0.1618499205657105,0.260572160665292,0.011558972203820914,0.0021825034988325145
CoStar Group,CSGP,88.95,52.00757242667869,-0.4153167799136741,0.0603379763678073,0.3273410385420033,0.010973293568474641,0.0022136588836495397
Costco,COST,980.85,432.2170274030824,-0.559344418205554,0.2392440019536209,0.2261149003134879,0.014846715880164287,0.0020424264343211753
CrowdStrike,CRWD,418.6,385.1648462398832,-0.0798737548019992,0.4034688616081079,0.5227627830472333,0.0074818710715619475,0.0022973079487299533
CSX Corporation,CSX,36.52,33.33300851550504,-0.0872670176477261,0.1006033550115399,0.2352761081704601,0.01508013041469451,0.0020444188092581536
Datadog,DDOG,128.99,151.21511244971268,0.1723010500791741,0.2387894136906448,0.5587901273348012,0.006852859741221271,0.002328153278996274
DexCom,DXCM,80.9,32.24505846650807,-0.6014207853336456,0.0648607422234128,0.4708661487330395,0.009558255375298415,0.0022577899771689834
DoorDash,DASH,248.37,103.16472454724428,-0.5846329083736188,0.2252237074239043,0.5866140482482105,0.006786367837505191,0.002334819438858057
