Company,Symbol,Previous Close,1y Target Est,Undervalue Rate,Annual_Return_5Y,Annual_Volatility_5Y,Weight
O'Reilly Automotive,ORLY,1370.16,1460.44,0.065890115023063,0.2821126628246291,0.2249044398205564,0.174230643565521
Costco,COST,1014.89,1052.04,0.036604952260836,0.282768108642816,0.2254031644190397,0.17403953076844866
Cintas,CTAS,211.68,209.54,-0.0101095993953137,0.3146017985348175,0.2557654849038607,0.14550772292278502
Constellation Energy,CEG,248.27,280.74,0.1307850324243766,0.7081575925297123,0.5069307894784064,0.1316388677298188
Broadcom,AVGO,200.72,238.54,0.1884216819449979,0.5114816816453253,0.4068514716841394,0.11135774010421708
Nvidia,NVDA,113.82,163.12,0.4331400456861713,0.6830858616565554,0.5306953523606337,0.09655250260957444
Axon Enterprise,AXON,621.4,665.1,0.0703250724171227,0.5458836419292487,0.4836028834886946,0.057789772317002316
MicroStrategy,MSTR,386.53,502.79,0.3007787235143457,1.139736853774291,0.9508427941612662,0.04308291280859193
Palantir Technologies,PLTR,123.77,93.41,-0.2452936899087016,0.7947962404351211,0.7342545151371039,0.03181676747654421
Palo Alto Networks,PANW,188.13,211.2,0.1226279700207302,0.4190501644539923,0.4064794799026919,0.03146669261420096
Copart,CPRT,61.03,61.89,0.0140914304440438,0.2533989361416194,0.2608314838961234,0.0013628584162591285
CrowdStrike,CRWD,443.47,411.06,-0.0730827338940628,0.4969277057799037,0.5318697928341571,0.0011539886670382702
