Company,Symbol,Previous Close,1y Target Est,Undervalue Rate,Annual_Return_5Y,Annual_Volatility_5Y,Weight,Risk_Contribution
PepsiCo,PEP,152.16,248.04432915857024,0.6301546343228854,0.0358815838857085,0.1782682948435995,0.022694632821602424,0.0016155903430020277
Keurig Dr Pepper,KDP,35.18,74.97849400070989,1.1312818078655456,0.0577187957487857,0.1916659508558165,0.022668507246781763,0.0015697822666315853
Mondelez International,MDLZ,62.66,136.1427601696129,1.1727219944081215,0.0365983647339698,0.1873512163198073,0.02246908678066353,0.0016233196433343038
Gilead Sciences,GILD,117.98,247.99301004220945,1.1019919481455285,0.1437666240898761,0.2344205485309858,0.021837682652304947,0.0017024140507414633
AstraZeneca,AZN,79.54,84.86429371860321,0.0669385682499774,0.1030612978041374,0.2404703154289999,0.021368911457613847,0.0016890783129797176
Amgen,AMGN,295.55,840.7792615186637,1.844795335877732,0.0719930755024256,0.234961950488581,0.020793431924387585,0.001776022437454084
O'Reilly Automotive,ORLY,103.06,161.52902978571362,0.5673299998613779,0.2704473794991068,0.2231951331809188,0.020580711025116764,0.001749496837453632
T-Mobile US,TMUS,258.22,-38.43371677191287,-1.148840975803241,0.1920868973939467,0.2402066086598915,0.01810333157125962,0.001909032013341499
Electronic Arts,EA,170.68,294.2426581781611,0.7239433921851481,0.0704988688746455,0.2498486231401426,0.017613813444806187,0.0018853530261835978
Vertex Pharmaceuticals,VRTX,390.76,613.1933649523746,0.5692326874612925,0.1220624593407283,0.3012710409722205,0.017444002464459835,0.0019502850462928024
Thomson Reuters,TRI,174.96,104.4642753766047,-0.4029248092329407,0.1788207256300241,0.204821293057167,0.01731906159910192,0.0019029475420646183
Verisk Analytics,VRSK,271.01,149.23796124226533,-0.4493267361268391,0.1019608397068757,0.2276473747016477,0.016288371354657424,0.0020021507105223188
Monster Beverage,MNST,63.99,97.49201057961054,0.5235507201064311,0.1177596429677432,0.2400140035576921,0.015816815432054567,0.0020279457408018398
Baker Hughes,BKR,42.95,53.80246904372341,0.2526768112624775,0.2726916611310475,0.3683112826733572,0.015477322661207892,0.002008271060329315
Honeywell,HON,216.74,168.37180267232472,-0.2231623019639904,0.0883960663256004,0.2189579196948513,0.015212671908422125,0.002044171919111617
Roper Technologies,ROP,532.59,590.4776864462622,0.1086909000286564,0.0670612369860716,0.2094073057703213,0.015203852569877926,0.002042289580509276
Automatic Data Processing,ADP,305.72,334.0319225471775,0.0926073614653193,0.1855159986031753,0.2168144717332025,0.01511628036543023,0.0020528141689860188
CSX Corporation,CSX,36.52,33.33300851550504,-0.0872670176477261,0.1032068922830493,0.235253905102579,0.015076748007423884,0.002044151599782151
Paccar,PCAR,99.46,139.96476180536155,0.4072467505063499,0.1390744718732938,0.2584272108671814,0.014931736388328875,0.0020456069277909688
Linde plc,LIN,479.92,304.34133922689364,-0.3658498515859025,0.1603212692035389,0.2173678736127876,0.01491126406681194,0.0020574045054219062
Costco,COST,980.85,432.2170274030824,-0.559344418205554,0.2387733085832745,0.2260270917436256,0.014850861526684045,0.0020417349639066822
Cisco,CSCO,66.76,64.25900505508812,-0.0374624767062894,0.119039628916908,0.2274015444930545,0.014798803117465453,0.0020502318043605266
Paychex,PAYX,139.01,154.67492377277375,0.1126891861936103,0.1532933169245794,0.2299368576418001,0.014118638676107992,0.0021025576568287326
Fastenal,FAST,49.9,25.20182895355736,-0.494953327584021,0.1726016176700495,0.2419313475491442,0.014037897377073052,0.002096044434631336
Biogen,BIIB,138.86,354.6175476323975,1.5537775286792268,-0.048943067967509,0.443158457568178,0.013767378680025545,0.002130735061514383
Charter Communications,CHTR,267.01,441.9743979244552,0.6552728284500777,-0.1028392134735251,0.3573682406417228,0.013584711743633057,0.0021208327923704635
GE HealthCare,GEHC,73.97,61.92023051567149,-0.1629007636113087,0.1315827938518671,0.3249991383697747,0.013530136955255238,0.0021002999469533945
Cintas,CTAS,216.43,118.67502017012286,-0.4516701928100408,0.2281769455816062,0.2369444222813152,0.013316971182595349,0.0021336345067607255
Take-Two Interactive,TTWO,228.36,17.943451647213568,-0.9214247169065792,0.1087652198482693,0.324978591020031,0.012997779193089027,0.0020953003281041654
Ross Stores,ROST,147.88,171.95947867101336,0.1628312055113157,0.1543626363193458,0.3158096207081292,0.012720767937691243,0.002148855458480367
Cognizant,CTSH,70.86,110.90126492320076,0.5650757115890597,0.0475708025930402,0.2576606938819061,0.012699657321789624,0.002144684393028253
Starbucks,SBUX,90.93,83.67200849307703,-0.0798195480800942,0.0776762992954737,0.3106835231070505,0.012019855466487338,0.0021708643228505074
Copart,CPRT,47.81,36.64627137367082,-0.2335019583001293,0.1620402130995858,0.2604685065010105,0.011561237667404071,0.0021818969552331426
Marriott International,MAR,266.78,295.7827849408448,0.1087142399761782,0.2518933853336081,0.3083996540348309,0.011412040576394337,0.002185977116539838
CDW Corporation,CDW,167.58,139.00403361189353,-0.170521341377888,0.1215623812735701,0.2811521649900393,0.011405962430582601,0.002190036639130305
Booking Holdings,BKNG,5584.08,10970.897631554026,0.9646741507202664,0.2871305937386003,0.3331393355242518,0.011066619941820295,0.002196003778663817
Microsoft,MSFT,509.77,375.2530934412712,-0.2638776439545849,0.2090152928287676,0.2656617515366712,0.010991585900707326,0.0021909169676089875
CoStar Group,CSGP,88.95,52.00757242667869,-0.4153167799136741,0.0650406720012716,0.3273785106022577,0.010969077676295652,0.0022133891023088286
Old Dominion Freight Line,ODFL,154.8,96.68683468675998,-0.3754080446591733,0.1446670056578339,0.3462530763338616,0.010535397129677961,0.0022314652828660094
Alphabet Inc.,GOOG,202.49,267.8251171886487,0.3226584877705005,0.234569450018245,0.3089351322108425,0.010474259873067313,0.002210624126787105
Alphabet Inc.,GOOGL,201.57,267.82376917893964,0.3286886400701476,0.234660783585322,0.3101205324229742,0.010464680981963057,0.00221091733789939
Apple Inc.,AAPL,230.56,173.77669714118954,-0.2462842767991432,0.1628710868844859,0.2931924154898909,0.010409953965788327,0.0022295525517271983
