Model,Return,Volatility,Sharpe_Ratio
mv_historical_max_sharpe,0.4524942249161283,0.22320028089271068,1.9376957017541672
mv_historical_min_vol,0.12539405778141455,0.126683547055111,0.8319474804061578
mv_undervalue_max_sharpe,14.3591912104783,0.22316870174010442,64.25269806505973
mv_undervalue_min_vol,1.6164800510097996,0.126683547055111,12.602110440713226
rp_historical,0.16621062004287127,0.17979380763494057,0.8132127683715463
rp_undervalue,0.4446992167051542,0.17979380763494057,2.3621459620426855
bl_historical,0.08787828974482276,0.15806012269190625,0.42944601452152725
bl_undervalue,0.09961732235741416,0.1615650613337947,0.4927879932711698
bl_both,0.10625977395551775,0.16451403195966105,0.5243307997986987
