Company,Symbol,Previous Close,1y Target Est,Undervalue Rate,Analyst_Count,Annual_Return_5Y,Annual_Volatility_5Y,Weight,BL_Expected_Return
Cisco,CSCO,67.02,72.33,0.0792300805729633,75,0.1199069946818454,0.2273173853209673,0.01200979206872679,0.06799986985142531
Coca-Cola Europacific Partners,CCEP,91.19,98.0,0.0746792411448624,14,0.1908015387560687,0.2548501379400706,0.024534073225599494,0.05060196559920736
Cognizant,CTSH,71.08,79.0,0.1114237478897017,37,0.0470525950156687,0.2573880008702495,0.0,0.07498773164365428
Comcast,CMCSA,33.6,43.0,0.2797619047619046,48,-0.0155406054158864,0.261556242317171,0.004270607022158135,0.05440819330773017
Constellation Energy,CEG,312.52,356.67,0.141270958658646,32,0.6803966659715761,0.4949951103942768,0.0864806741192267,0.19203075165218506
Copart,CPRT,47.68,35.5,-0.2554530201342282,4,0.1672777382764555,0.2606291658445022,3.862006034828367e-19,0.08806281356679344
CoStar Group,CSGP,88.36,97.0,0.0977818017202354,19,0.0669914135440245,0.3273968819307495,0.0,0.09024336915660472
Costco,COST,969.68,1062.5,0.0957223001402525,101,0.2315307982922127,0.226302549799403,0.010430346779999752,0.07117244445383805
CrowdStrike,CRWD,414.06,433.94,0.0480123653576776,203,0.4035253186743454,0.5224204215169974,0.0057982953972407665,0.16051780364279702
CSX Corporation,CSX,35.87,36.75,0.0245330359632005,65,0.0925522262301891,0.235658260882449,0.004013119728207091,0.06225829875401659
Datadog,DDOG,129.15,149.0,0.1536972512582268,84,0.2427057632201638,0.5583887339240536,0.0,0.16021650409821525
DexCom,DXCM,80.62,81.36,0.0091788638055072,41,0.0662604889578585,0.4706133626186048,0.0,0.10013164556642727
Diamondback Energy,FANG,138.0,208.25,0.5090579710144927,61,0.3600116018102547,0.4598890754917062,0.02818328089658771,0.09976178342889007
DoorDash,DASH,245.18,257.55,0.0504527286075535,83,0.2278971875640098,0.5861314529071546,6.748767835894818e-20,0.17125826117511828
Electronic Arts,EA,171.55,177.14,0.0325852521130864,55,0.06893234932669,0.2497263487070728,0.036875394323724886,0.04017192134237084
Exelon,EXC,44.64,47.0,0.0528673835125448,15,0.1260891629105199,0.213199216928025,0.008419337159758093,0.03262839414517273
Fastenal,FAST,49.14,69.33,0.4108669108669107,23,0.1786808111236893,0.2420361698851967,0.0,0.07008442888812054
Fortinet,FTNT,77.75,103.5,0.3311897106109325,69,0.3166189918850979,0.4324327440094794,2.5382022078607897e-18,0.1228696882056606
GE HealthCare,GEHC,73.15,84.0,0.1483253588516746,15,0.1381478653412923,0.3250212123436827,0.006157713267270206,0.06701985926030626
Gilead Sciences,GILD,116.14,126.14,0.0861029791630789,58,0.138171416598632,0.234586753540917,0.05728385200563428,0.03434884495156698
GlobalFoundries,GFS,32.6,67.38,1.0668711656441716,12,0.04504166407721,0.4991858107821562,3.0833943879817133e-19,0.14754233791230803
Honeywell,HON,217.42,247.0,0.136050041394536,37,0.0913265764216247,0.2190868984926939,1.4864728702757294e-18,0.0641275757661937
Idexx Laboratories,IDXX,633.05,715.67,0.130511018087039,14,0.1674491281846015,0.3538844889660564,0.0,0.10219081644024569
Intel,INTC,23.5,21.0,-0.1063829787234043,103,-0.0396432948968116,0.4396042232904947,0.0,0.11300791207613992
Intuit,INTU,697.76,820.0,0.1751891767943132,82,0.197570032723153,0.3450308537168295,4.021275031854376e-18,0.11747215474854604
Intuitive Surgical,ISRG,469.88,590.33,0.2563420447773901,68,0.1987303931234689,0.3297933866324,0.0,0.11132400387310477
Keurig Dr Pepper,KDP,35.2,38.67,0.0985795454545455,23,0.0558483115639386,0.1915602307511777,0.047352559166190376,0.024524558107074435
KLA Corporation,KLAC,872.39,823.33,-0.0562363163264135,51,0.3765866752219468,0.4226522714457393,3.902691323900439e-18,0.1553195389205321
Kraft Heinz,KHC,27.5,29.0,0.0545454545454544,32,-0.0197563272640714,0.2236230737148316,0.0194931069660646,0.015432864705185892
Lam Research,LRCX,98.41,83.67,-0.1497815262676557,54,0.3101157767492344,0.4466628102544042,1.2861355085861744e-18,0.16056481671350775
Linde plc,LIN,480.71,576.0,0.1982276216429865,33,0.1561185773285191,0.2171356930023678,3.470180237993557e-18,0.06395577935562227
Lululemon,LULU,198.18,430.0,1.1697446765566657,122,-0.0372325455122172,0.4036520115788591,0.0,0.10409674769277569
Marriott International,MAR,262.27,289.0,0.1019178708964045,32,0.2540533531745665,0.3086621243493818,5.702243052137269e-19,0.09605811632662814
Marvell Technology,MRVL,71.21,99.29,0.394326639516922,88,0.3094984947520245,0.5695586475852089,0.0,0.20309697795443937
Mercado Libre,MELI,2337.44,2700.0,0.1551098637825998,29,0.2689666701140987,0.5080120080321028,7.911596606460091e-18,0.15589639927580926
Meta Platforms,META,739.1,850.0,0.1500473548910836,235,0.3030337900801417,0.4396817373491122,5.2668206379108455e-19,0.12065609502822475
Microchip Technology,MCHP,66.1,69.33,0.0488653555219364,39,0.1439560788809732,0.4334058560248996,0.0,0.14305294543610442
Micron Technology,MU,115.79,146.43,0.2646169790137318,153,0.3071137193731391,0.4657384222052724,0.0,0.15598583194581178
Microsoft,MSFT,504.24,601.38,0.1926463588767253,190,0.2088202237573098,0.2655689551130605,0.012650050155418043,0.09091187094422364
MicroStrategy,MSTR,337.58,220.0,-0.3483026245630665,9,1.0919883968413335,0.9554061623529176,0.01776954383735737,0.31698075618664934
Mondelez International,MDLZ,62.94,73.25,0.1638068001271051,38,0.0355556336411832,0.1872720647984994,0.023775123674717714,0.02270274343660669
Monster Beverage,MNST,64.36,68.17,0.0591982597886886,38,0.1105002407912271,0.2401091394144359,1.793592244591544e-18,0.04841198207238055
"Netflix, Inc.",NFLX,1206.21,1250.45,0.0366768638960048,236,0.2821412012087361,0.4411003362960872,1.2543759924495794e-18,0.1131662171096427
Nvidia,NVDA,174.98,190.78,0.0902960338324381,235,0.667832044879233,0.5270666584623265,2.260107497793926e-18,0.19459866630488715
NXP Semiconductors,NXPI,223.93,252.5,0.1275845130174608,76,0.207691740068252,0.3987380453969205,0.0,0.13426384097281807
O'Reilly Automotive,ORLY,102.87,1580.0,14.359191212209584,22,0.2653867999685775,0.2231687017565038,0.24620960304818548,0.07042215189865063
Old Dominion Freight Line,ODFL,149.75,178.0,0.1886477462437394,47,0.154865972234185,0.3472190718138788,0.0,0.09723538924777658
Onsemi,ON,48.81,60.0,0.229256299938537,87,0.3126944431480066,0.5193852440629801,0.0,0.15784625317248957
Paccar,PCAR,97.54,111.33,0.1413778962476932,34,0.1460837422867097,0.2589647709598887,0.010578192310831975,0.06857527601837039
Palantir Technologies,PLTR,156.18,150.0,-0.0395697272378026,66,0.831985846098489,0.7228751705020426,0.02132060936860789,0.24100295757236975
Palo Alto Networks,PANW,183.32,254.0,0.3855553131136811,146,0.3717546922110432,0.4089659079408316,0.001788797818598986,0.11000168280135486
Paychex,PAYX,138.41,154.8,0.1184162994003323,31,0.1515993978808165,0.2297784590091215,2.246461401921187e-18,0.06739737503891363
PayPal,PYPL,67.55,76.67,0.1350111028867506,161,-0.1184378416322965,0.4240892005565455,0.0,0.11365377786755061
PDD Holdings,PDD,122.96,121.0,-0.0159401431359791,38,0.3421450722730907,0.7277773123108358,0.0034060673055564495,0.10349308730895863
PepsiCo,PEP,148.98,153.67,0.0314807356692172,51,0.032674929288442,0.178244542899649,0.017126978169343093,0.022166538673957247
Qualcomm,QCOM,154.13,185.0,0.2002854733017582,70,0.1364879211486289,0.3856986773387702,5.015634747775883e-19,0.12492680399966719
Regeneron Pharmaceuticals,REGN,598.16,679.0,0.135147786545406,79,0.0435006149811813,0.3001919098715653,0.0031213789038401947,0.04415617329136818
Roper Technologies,ROP,526.94,645.0,0.2240482787414126,17,0.0656518382790018,0.209797340995526,0.0,0.06092743971094069
Ross Stores,ROST,145.62,146.67,0.0072105480016479,62,0.1506741054760548,0.3155556456628965,2.4576580813805875e-18,0.08788379174718311
Shopify,SHOP,136.68,130.0,-0.0488732806555458,104,0.2830514012394698,0.6552531195666813,1.3513008036936175e-18,0.19784527530218038
Starbucks,SBUX,88.56,107.5,0.2138663053297198,99,0.0708804920445839,0.3104626200633951,0.0,0.08679450791838597
Synopsys,SNPS,598.17,545.0,-0.0888877743785211,34,0.2721006032838621,0.3541733469301744,0.0,0.12910911248657767
T-Mobile US,TMUS,258.16,266.4,0.0319181902695999,57,0.1860082658609035,0.2403741023030101,0.0015564830594479483,0.04901430439093954
Take-Two Interactive,TTWO,227.87,258.0,0.1322245139772677,55,0.1096824937331541,0.324855915450949,0.017754285472278218,0.06912176072371888
"Tesla, Inc.",TSLA,320.11,363.08,0.1342351066820779,214,0.3848299170934255,0.631008985371396,0.0,0.18029268784138014
Texas Instruments,TXN,200.71,194.0,-0.0334313188181955,78,0.1222295373238405,0.3035760394311952,0.0,0.09995663233798985
Thomson Reuters,TRI,176.09,182.0,0.0335623828723947,16,0.1815482150904319,0.2048261163716895,0.05725761368739039,0.049902249937302454
Trade Desk (The),TTD,52.3,98.33,0.8801147227533461,59,0.2723814227584838,0.6974145363208422,2.8378952818894076e-18,0.18929362433554248
Verisk Analytics,VRSK,271.91,315.0,0.1584715530874185,20,0.1026217952714813,0.227562677878396,3.600403901746954e-19,0.04841111181087713
Vertex Pharmaceuticals,VRTX,397.46,482.44,0.2138076787601268,58,0.1252111655762944,0.3011106590813174,0.007168658057813579,0.043621318320095484
Warner Bros. Discovery,WBD,11.585,12.5,0.0789814415192058,34,0.022189169458421,0.5445557229565612,0.0,0.10670089849158186
"Workday, Inc.",WDAY,227.58,267.0,0.1732138149222251,97,0.1012486957221323,0.3816503091728371,5.933125362561654e-19,0.10318940739919577
Xcel Energy,XEL,73.16,76.33,0.0433296883542919,21,0.032879760122477,0.2103782132696467,0.002618837547165467,0.024313889177512933
