Company,Symbol,Previous Close,1y Target Est,Undervalue Rate,Analyst_Count,Annual_Return_5Y,Annual_Volatility_5Y,Weight,BL_Expected_Return
Adobe Inc.,ADBE,353.43,500.0,0.4147072970602381,134,0.0104873864171776,0.3594309798852366,1.0625181290357948e-18,0.1031082360461399
Advanced Micro Devices,AMD,163.71,193.46,0.1817237798546209,164,0.2686827649765564,0.5066491633445783,0.0,0.17738033079621665
Airbnb,ABNB,126.43,124.0,-0.0192201218065333,115,0.0931813339832151,0.483034447253591,0.0026665529779043157,0.1364138510541919
Alphabet Inc.,GOOGL,199.75,187.0,-0.0638297872340425,162,0.2400567760462923,0.3102960253712412,0.002041791729662728,0.09563468890910813
Alphabet Inc.,GOOG,200.62,199.0,-0.0080749676004386,70,0.2399281971095504,0.3090895550876713,0.00201859489558777,0.0956693252681606
Amazon,AMZN,221.95,255.63,0.1517458887136742,252,0.1279974095365226,0.3544636512363129,2.47754402667916e-18,0.11629650033764499
American Electric Power,AEP,113.14,115.0,0.0164398090860879,33,0.0892674379719843,0.2002379695922515,0.04331056259611598,0.021277301533251927
Amgen,AMGN,295.76,304.67,0.0301257776575603,56,0.0718324261912075,0.2348586176251611,0.007390760668302634,0.03230754079068956
Analog Devices,ADI,246.95,236.33,-0.0430046568131199,57,0.206664839779273,0.3260759555674385,0.0,0.111385960897046
Apple Inc.,AAPL,224.9,225.0,0.0004446420631392,188,0.1619030014630503,0.2930919805666431,0.0,0.09227213093020482
Applied Materials,AMAT,159.84,187.83,0.1751126126126125,92,0.2821845824258087,0.4337642492857813,0.0,0.15510285380198344
AppLovin,APP,418.76,458.63,0.0952096666348265,48,0.7339127108023863,0.781597541159132,2.97713120785753e-18,0.2192313805825411
Arm Holdings,ARM,133.28,200.0,0.5006002400960383,29,0.7100279666758353,0.7750234699176827,0.02005754077894862,0.20729339708436922
ASML Holding,ASML,735.4,800.0,0.0878433505575198,9,0.2247788380674648,0.4141973004895733,5.55738224584827e-18,0.14845934129780336
AstraZeneca,AZN,80.46,97.0,0.2055679840914741,9,0.1003177747618886,0.2402474575133458,0.036155369829662214,0.03343783849441832
Atlassian,TEAM,164.59,253.29,0.5389148793972902,57,0.1646507098639837,0.5681838385136229,1.4671667503826336e-19,0.15950998017776932
Autodesk,ADSK,286.06,348.83,0.2194294903167166,79,0.0900622906601829,0.3499980117057826,0.0,0.12099672780387223
Automatic Data Processing,ADP,304.94,315.0,0.032990096412409,14,0.1809408107470055,0.2167076360579761,1.417374157415419e-18,0.06330296468750496
Axon Enterprise,AXON,763.51,839.43,0.099435501827088,16,0.5525697945110977,0.4660125299761131,0.06507123832257333,0.1568769071858769
Baker Hughes,BKR,43.46,51.75,0.1907501150483201,37,0.2753607922568298,0.3682137601434655,0.012262354466267987,0.08093618746778575
Biogen,BIIB,139.12,180.75,0.299238067855089,89,-0.0480724219993385,0.4429819474439231,1.2034218558974223e-18,0.053232993353347455
Booking Holdings,BKNG,5710.74,5407.4,-0.0531174593835475,75,0.2835699318212641,0.332777827834742,0.0,0.10075063802514853
Broadcom,AVGO,289.6,287.17,-0.0083908839779005,88,0.51926169129774,0.4081675533803968,0.01362085919203277,0.14916179657256023
Cadence Design Systems,CDNS,347.57,351.67,0.0117961849411629,28,0.2931805965081924,0.3561141049713602,0.0,0.12937997378225283
CDW Corporation,CDW,164.18,232.8,0.417955902058716,5,0.119570747811104,0.2812068155596218,0.0,0.09145502979845488
Charter Communications,CHTR,267.98,404.17,0.5082095678781999,48,-0.0940720864519277,0.3576018323366687,2.733298487346224e-18,0.06294115130208283
Cintas,CTAS,216.11,228.5,0.0573319143029011,48,0.2238290926868087,0.2367703044977792,0.0,0.07634256127711504
