Company,Symbol,Previous Close,1y Target Est,Undervalue Rate,Annual_Return_5Y,Annual_Volatility_5Y,Weight
O'Reilly Automotive,ORLY,103.06,161.52902978571362,0.5673299998613779,0.2704473794991068,0.2231951331809188,0.4313025554780751
Axon Enterprise,AXON,758.29,87.70008137258287,-0.8843449321861255,0.5531568009010959,0.4662043551384492,0.12319182733389492
Broadcom,AVGO,294.91,200.74116630105115,-0.3193138031906306,0.5201419717569564,0.4082991664594013,0.10333557052660827
Gilead Sciences,GILD,117.98,247.99301004220945,1.1019919481455285,0.1437666240898761,0.2344205485309858,0.07013462072751715
Baker Hughes,BKR,42.95,53.80246904372341,0.2526768112624775,0.2726916611310475,0.3683112826733572,0.06117132059676801
MicroStrategy,MSTR,336.57,-48.43449012032653,-1.1439061417248315,1.089435698783766,0.9554312472319452,0.05634366654135468
Palantir Technologies,PLTR,157.75,3.9013816291195456,-0.9752685792131884,0.8297517429142247,0.7234395014598759,0.054196487193436116
Nvidia,NVDA,175.64,146.43501530013742,-0.1662775261891514,0.6660228822494193,0.5272317346403914,0.04707784080981098
T-Mobile US,TMUS,258.22,-38.43371677191287,-1.148840975803241,0.1920868973939467,0.2402066086598915,0.0294087631996381
Arm Holdings,ARM,134.01,10.0709254342952,-0.9248494482927004,0.6863711419201286,0.7762236506352849,0.02297757293711155
