Company,Symbol,Previous Close,1y Target Est,Undervalue Rate,Analyst_Count,Annual_Return_5Y,Annual_Volatility_5Y,Weight,BL_Expected_Return
O'Reilly Automotive,ORLY,102.87,1580.0,14.359191212209584,22,0.2653867999685775,0.2231687017565038,0.24620960304818548,0.07042215189865063
Constellation Energy,CEG,312.52,356.67,0.141270958658646,32,0.6803966659715761,0.4949951103942768,0.0864806741192267,0.19203075165218506
Axon Enterprise,AXON,763.51,839.43,0.099435501827088,16,0.5525697945110977,0.4660125299761131,0.06507123832257333,0.1568769071858769
Gilead Sciences,GILD,116.14,126.14,0.0861029791630789,58,0.138171416598632,0.234586753540917,0.05728385200563428,0.03434884495156698
Thomson Reuters,TRI,176.09,182.0,0.0335623828723947,16,0.1815482150904319,0.2048261163716895,0.05725761368739039,0.049902249937302454
Keurig Dr Pepper,KDP,35.2,38.67,0.0985795454545455,23,0.0558483115639386,0.1915602307511777,0.047352559166190376,0.024524558107074435
American Electric Power,AEP,113.14,115.0,0.0164398090860879,33,0.0892674379719843,0.2002379695922515,0.04331056259611598,0.021277301533251927
Electronic Arts,EA,171.55,177.14,0.0325852521130864,55,0.06893234932669,0.2497263487070728,0.036875394323724886,0.04017192134237084
AstraZeneca,AZN,80.46,97.0,0.2055679840914741,9,0.1003177747618886,0.2402474575133458,0.036155369829662214,0.03343783849441832
Diamondback Energy,FANG,138.0,208.25,0.5090579710144927,61,0.3600116018102547,0.4598890754917062,0.02818328089658771,0.09976178342889007
Coca-Cola Europacific Partners,CCEP,91.19,98.0,0.0746792411448624,14,0.1908015387560687,0.2548501379400706,0.024534073225599494,0.05060196559920736
Mondelez International,MDLZ,62.94,73.25,0.1638068001271051,38,0.0355556336411832,0.1872720647984994,0.023775123674717714,0.02270274343660669
Palantir Technologies,PLTR,156.18,150.0,-0.0395697272378026,66,0.831985846098489,0.7228751705020426,0.02132060936860789,0.24100295757236975
Arm Holdings,ARM,133.28,200.0,0.5006002400960383,29,0.7100279666758353,0.7750234699176827,0.02005754077894862,0.20729339708436922
Kraft Heinz,KHC,27.5,29.0,0.0545454545454544,32,-0.0197563272640714,0.2236230737148316,0.0194931069660646,0.015432864705185892
MicroStrategy,MSTR,337.58,220.0,-0.3483026245630665,9,1.0919883968413335,0.9554061623529176,0.01776954383735737,0.31698075618664934
Take-Two Interactive,TTWO,227.87,258.0,0.1322245139772677,55,0.1096824937331541,0.324855915450949,0.017754285472278218,0.06912176072371888
PepsiCo,PEP,148.98,153.67,0.0314807356692172,51,0.032674929288442,0.178244542899649,0.017126978169343093,0.022166538673957247
Broadcom,AVGO,289.6,287.17,-0.0083908839779005,88,0.51926169129774,0.4081675533803968,0.01362085919203277,0.14916179657256023
Microsoft,MSFT,504.24,601.38,0.1926463588767253,190,0.2088202237573098,0.2655689551130605,0.012650050155418043,0.09091187094422364
Baker Hughes,BKR,43.46,51.75,0.1907501150483201,37,0.2753607922568298,0.3682137601434655,0.012262354466267987,0.08093618746778575
Cisco,CSCO,67.02,72.33,0.0792300805729633,75,0.1199069946818454,0.2273173853209673,0.01200979206872679,0.06799986985142531
Paccar,PCAR,97.54,111.33,0.1413778962476932,34,0.1460837422867097,0.2589647709598887,0.010578192310831975,0.06857527601837039
Costco,COST,969.68,1062.5,0.0957223001402525,101,0.2315307982922127,0.226302549799403,0.010430346779999752,0.07117244445383805
